repo,issue_id,title,state,created_at,closed_at,issue_type
prefecthq/prefect,17822,Prefect suspend_flow_run failed,closed,2025-04-15,2026-05-09,Bug
prefecthq/prefect,20388,Suspend does not pause running flow in 3.6.13; tasks continue executing after suspend is requested,closed,2026-01-25,2026-05-09,Feature Request
prefecthq/prefect,21860,Add a work pool <> worker communication channel for resilient infrastructure cleanup,open,2026-05-07,,Feature Request
prefecthq/prefect,21863,Worker leaves orphaned K8s Jobs in multiple cancellation paths; no server-side reconciliation,closed,2026-05-08,2026-05-08,Question
prefecthq/prefect,20535,Prefect flow runs lose automatic `opentelemetry-instrument` configuration,open,2026-02-03,,Question
prefecthq/prefect,20363,Add deployment_name as logging variable,closed,2026-01-23,2026-05-08,Feature Request
prefecthq/prefect,20341,'start_time' filter excludes CRASHED/FAILED runs with null start_time despite COALESCE in source code,open,2026-01-22,,Bug
prefecthq/prefect,21870,[ui-v2] Flow run list shows duration ~1000× shorter than actual (seconds passed to humanizeDuration without ms conversion),closed,2026-05-08,2026-05-08,Compatibility
prefecthq/prefect,21683,Deployment runs filter resets to default when paginating,closed,2026-04-23,2026-05-08,Question
prefecthq/prefect,16813,[CLI] Warn instead of throwing an error when profile config can't be validated,open,2025-01-22,,Bug
prefecthq/prefect,21850,Quickstart guide 301 redirect issue,closed,2026-05-07,2026-05-07,Question
streamlit/streamlit,11643,"Show hex colors in Markdown, similar to GitHub",open,2025-06-13,,Question
streamlit/streamlit,15110,`st.multiselect` - filter function option,open,2026-05-10,,Question
streamlit/streamlit,14946,"Add st.compare_chart for comparing two datasets with line, bar and area charts",open,2026-04-27,,Feature Request
streamlit/streamlit,11541,ButtonGroup.select() fails when options use format_func or are not primitive strings,open,2025-06-06,,Bug
streamlit/streamlit,12731,`ValueError: Paths don't have the same drive`,open,2025-10-09,,Bug
streamlit/streamlit,15089,"After opening the hello page via the command line, an error occurs when opening the Mapping demo page.",closed,2026-05-08,2026-05-08,Bug
streamlit/streamlit,13945,Make widgets use 14px font size,open,2026-02-13,,Question
streamlit/streamlit,13600,[Request for feedback] Starlette/ASGI Support in Streamlit,open,2026-01-15,,Feature Request
streamlit/streamlit,15084,app crashes on a fragment chain if later fragment has `run_every` and and later no longer runs,open,2026-05-07,,Bug
streamlit/streamlit,15075,components/v2/types.py stdlib collision,closed,2026-05-07,2026-05-07,Question
gradio-app/gradio,13374,add editiable code support to theme_builder,open,2026-05-09,,Feature Request
gradio-app/gradio,13371,fix gradio cc publish pypi auth flow,open,2026-05-08,,Question
gradio-app/gradio,12788,Textbox  preserved_by_key  does not work,open,2026-01-16,,Question
gradio-app/gradio,13347,"Blocks unload event delayed significantly (~30 min) in Kubernetes environment, resolved by lowering heartbeat interval",open,2026-04-30,,Question
gradio-app/gradio,13369,Cross-Space Cookie Injection via Shared httpx.AsyncClient in Gradio Proxy,open,2026-05-07,,Question
gradio-app/gradio,12081,render callback inside tab breaks examples with labels,closed,2025-10-18,2026-05-06,Documentation
gradio-app/gradio,13354,Inconsistent behavior in gr.Textbox for submit event.,closed,2026-05-01,2026-05-06,Question
gradio-app/gradio,2257,Build desktop apps with Gradio,open,2022-09-13,,Installation
gradio-app/gradio,13364,Bug: audio_to_file produces static noise for non-WAV formats — float32 not converted to int16,open,2026-05-05,,Bug
gradio-app/gradio,13339,gr.List value not refreshed in UI after UploadButton.upload event completes (only updates after user clicks the list),closed,2026-04-29,2026-05-04,Question
gradio-app/gradio,13362,[Windows] RTX 5070 Ti (Blackwell sm_120) - setup and deployment notes,closed,2026-05-05,2026-05-05,Compatibility
gradio-app/gradio,13359,Component-attached load events with null load target can freeze the frontend,open,2026-05-03,,Question
gradio-app/gradio,13198,With Gradio 6.11.0 tab switching completey freezes compared to 6.10.0,open,2026-04-05,,Question
gradio-app/gradio,13356,Integration Proposal: CAJAL Scientific Paper Generator Demo,open,2026-05-02,,Question
gradio-app/gradio,13355,`.sog` 3d models format support,open,2026-05-02,,Feature Request
gradio-app/gradio,13067,colorpicker: refactor unit tests,open,2026-03-23,,Question
gradio-app/gradio,11566,Add option for case-insensitive search in `gr.Dataframe` filter,open,2025-07-14,,Feature Request
gradio-app/gradio,13323,cancels does not remove pending events from the queue,closed,2026-04-24,2026-04-29,Question
gradio-app/gradio,13346,Make Heartbeat Intervals Configurable via Environment Variables,open,2026-04-30,,Question
gradio-app/gradio,13341,ConnectTimeout: SSL handshake timed out when initializing Client in Python (but works via CLI),open,2026-04-29,,Question
gradio-app/gradio,13090,model3D: refactor unit tests,closed,2026-03-23,2026-04-29,Question
gradio-app/gradio,6664,Video trimming is very slow,closed,2023-12-05,2026-04-29,Performance
gradio-app/gradio,13314,"When updating a Gallery and changing its selected_index, and the gallery has a selection event listener, a KeyError: 'value' occurs.",closed,2026-04-21,2026-04-29,Bug
gradio-app/gradio,13340,gr.Dropdown with large choices list is ~4× slower to render suggestions in 6.13.0 vs 5.30.0,open,2026-04-29,,Performance
gradio-app/gradio,13328,Embed Agent Friendly Code Score Badge,closed,2026-04-27,2026-04-28,Question
run-llama/llama_index,19631,[Feature Request]: Built-in LLM Failover for Reliability,open,2025-08-09,,Bug
run-llama/llama_index,19845,[Feature Request]: add (detailed) usage info to raw when using StructuredLLM,open,2025-09-11,,Feature Request
run-llama/llama_index,20349,[Bug]: `thinking_delta` not populated on AgentStream events when thinking is enabled.,open,2025-12-09,,Bug
run-llama/llama_index,21603,[Bug]: [llama-index-core] async_acquire() in TokenBucketRateLimiter and SlidingWindowRateLimiter blocks the asyncio event loop (threading.Lock used in async context),open,2026-05-10,,Bug
run-llama/llama_index,21599,[Question]: how to add human-in-the-loop capability to ReActAgent?,closed,2026-05-09,2026-05-09,Feature Request
run-llama/llama_index,21601,Proposal: Agent Threat Rules detection integration for LlamaIndex,open,2026-05-09,,Question
run-llama/llama_index,21597,Improve developer error message for unrecognized embedding names in `load_embed_model`,open,2026-05-09,,Bug
run-llama/llama_index,21579,[Bug]: Bedrock Converse streaming produces string `tool_kwargs` in `ToolCallBlock` instead of dict,open,2026-05-06,,Bug
run-llama/llama_index,19499,[Bug]: Breaking Image/Index node fetching behavior after refactor,closed,2025-07-22,2026-05-09,Bug
run-llama/llama_index,16540,[Bug]: PydanticUserError: The `__modify_schema__` method is not supported in Pydantic v2. Use `__get_pydantic_json_schema__` instead in class `SecretStr`.,closed,2024-10-14,2026-05-09,Bug
run-llama/llama_index,21535,[Bug]: gemini-embedding-2 task instructions not implemented (task_type deprecated),open,2026-05-01,,Bug
run-llama/llama_index,17898,[Bug]: Llama Index Workflow: step-wise does not work,closed,2025-02-24,2026-05-08,Bug
vllm-project/vllm,40554,[AMD][CI Failure][Tracker] Static dashboard tracker for current CI failures,open,2026-04-21,,Bug
vllm-project/vllm,42207,[Usage]: How to proactively clear CPU-resident memory left behind by unloaded LoRA adapters after calling `/v1/unload_lora_adapter`?,open,2026-05-10,,Performance
vllm-project/vllm,40005,[Feature]: Qwen3.5-Moe LoRA Support (experts),open,2026-04-16,,Feature Request
vllm-project/vllm,41758,[Bug]: ngram speculative decoding changes greedy output on Qwen3-0.6B / A100,open,2026-05-05,,Bug
vllm-project/vllm,42182,[Bug]: Qwen3.5-397B-NVFP4 Disagg accuracy gsm8k collapses with async scheduling,open,2026-05-09,,Bug
vllm-project/vllm,42186,[Bug][flashinfer 0.6.8]: worker hang on Qwen3.5-397B-A17B-NVFP4 EP=8 (B200 SM100) - bisected to flashinfer-python 0.6.7 → 0.6.8.post1,open,2026-05-09,,Bug
vllm-project/vllm,19001,[Usage]: How to use DeepSeek-R1-0528-Qwen3-8B with function call,open,2025-06-01,,Question
vllm-project/vllm,41967,[Bug]: Gemma4 + MTP speculative decoding drops first tool-call arguments in streaming multi-tool auto-tool-choice,open,2026-05-07,,Bug
vllm-project/vllm,42239,"[Bug]: Gemma4 MoE routing closure captures `per_expert_scale` Parameter, breaking `torch.func.functional_call` substitution",open,2026-05-10,,Bug
vllm-project/vllm,14472,[Feature]: Add reasoning token usage,closed,2025-03-08,2025-07-09,Feature Request
ollama/ollama,16062,ollama is stuck in a loop processing simple request,open,2026-05-09,,Feature Request
ollama/ollama,15419,Ollama Cloud: Frequent 503 errors making cloud models unreliable,open,2026-04-08,,Bug
ollama/ollama,16065,ResponseError: unauthorized (status code: 401),open,2026-05-09,,Bug
ollama/ollama,15650,Incorrectly calculates available system memory for qwen3.6:35b-a3b,open,2026-04-17,,Performance
ollama/ollama,16030,MLX - nvfp4 models on MacOs extremely slow,open,2026-05-06,,Performance
ollama/ollama,11972,"""Restart to update"" doesn't on Mac",open,2025-08-20,,Compatibility
ollama/ollama,16079,0.23.2 Image generation failed,open,2026-05-10,,Bug
ollama/ollama,16082,"/v1/chat/completions returns 400 ""unexpected EOF"" intermittently for cloud proxy models",open,2026-05-10,,Question
ollama/ollama,15839,ollama launch claude --model {modelname} fais with API Error: 400,open,2026-04-27,,Bug
ollama/ollama,16081,[Mac/MLX] Regression: MLX Runner killed by 10s watchdog timeout during large context prefill/generation,open,2026-05-10,,Compatibility
ollama/ollama,16080,There is no option to select/browse the installation path for the windows ollama GUI installer.,closed,2026-05-10,2026-05-10,Installation
ollama/ollama,16064,lots of models tools are not working,open,2026-05-09,,Question
ollama/ollama,16077,support  rerank model,closed,2026-05-10,2026-05-10,Feature Request
ollama/ollama,15359,Bonsai 8B Support,open,2026-04-06,,Feature Request
ollama/ollama,16076,"First-class embedding & reranker support for Qwen3-Embedding, nomic-embed-text-v2-moe & multimodal embedders (Safetensors → MLX path)",open,2026-05-10,,Feature Request
ollama/ollama,16074,mistral-medium-3.5:128b system prompt incorrectly identifies as Mistral-Small-4-119B-2603,open,2026-05-10,,Question
ollama/ollama,16073,"Showcase: My offline AI chat (current code on GitHub) + video of upcoming ""Eye Control"" agent update – looking for feature suggestions",open,2026-05-10,,Feature Request
ollama/ollama,16072,"[Bug] 0.23.2 Image generation succeeds but no image saved to disk or returned via API""",open,2026-05-10,,Bug
ollama/ollama,16070,"create: MLX panic ""no Stream(gpu, 1)"" quantizing safetensors on Apple Silicon — regression in v0.23.1",open,2026-05-10,,Question
ollama/ollama,16067,"Can't download cloud or download models, none works with same message",closed,2026-05-09,2026-05-10,Question
open-webui/open-webui,24522,"issue: When continuing a conversation in the new version using a chat created in an older version, the system fails to send the full context to the model",open,2026-05-09,,Bug
open-webui/open-webui,24477,I am looking for a way to disable Markdown rendering specifically for user messages.,closed,2026-05-08,2026-05-10,Question
open-webui/open-webui,24532,"issue: image_gen is exposed to the model even when image generation is disabled, and calling it causes HTTP 400 in both default and native modes",closed,2026-05-10,2026-05-10,Question
open-webui/open-webui,24496,feat: Add file types per MCP Integration,closed,2026-05-09,2026-05-10,Feature Request
open-webui/open-webui,24490,feat: IMAP and CalDAV on User Level,closed,2026-05-09,2026-05-10,Question
open-webui/open-webui,24500,feat: apply filter in tool call loop,closed,2026-05-09,2026-05-10,Question
open-webui/open-webui,24530,issue: Cmd+r on Mac (refresh page) causes chat to generate a new response rather than refreshing the page,closed,2026-05-10,2026-05-10,Compatibility
open-webui/open-webui,24537,issue: Reasoning tags are displayed as raw output for Gemini 3 Flash via LiteLLM,open,2026-05-10,,Question
opencv/opencv,14475,Integer overflow in cvInitImageHeader leading to incorrectly sized imageData allocation and likely causing vulnerabilities in code using this API,open,2019-05-03,,Question
opencv/opencv,28949,intra-object underflow in class `cv::MatSize`,open,2026-05-06,,Question
opencv/opencv,28962,Feature Request: 16-bit (CV_16U) image support for fastNlMeansDenoising,open,2026-05-08,,Feature Request
opencv/opencv,28852,RVV branch is broken in new DNN engine,open,2026-04-22,,Question
opencv/opencv,23577,cv::MatExpr to cv::Mat asan crash,open,2023-05-05,,Bug
opencv/opencv,28983,vlk32kamera,open,2026-05-09,,Question
opencv/opencv,28953,[RFC] Overhaul of ArUco module for OpenCV 5.0 (ArUco 2.0),open,2026-05-06,,Question
opencv/opencv,28980,core(opengl): memory leak in initializeContextFromGL() when clGetDeviceInfo fails,open,2026-05-09,,Bug
opencv/opencv,28948,Intra-object overflow triggering when fuzzing or running `opencv_test_dnn`,open,2026-05-06,,Question
opencv/opencv,28940,[UB] Left Shift of Negative Value in `cv::ThickLine` When Drawing Contours with Negative Offset,open,2026-05-06,,Question
ultralytics/ultralytics,24063,"Training losses instantly become NaN/Inf using AdamW optimizer, but work perfectly with SGD with YOLO2026",open,2026-03-30,,Question
ultralytics/ultralytics,24399,MPS training-loop val mAP differs ~2.6× from independent yolo val on the same best.pt — CUDA shows no discrepancy,open,2026-05-03,,Compatibility
ultralytics/ultralytics,24440,[Docs / UX] Clarify rect + imgsz for single-image predict (YOLO26 vs YOLOv8),open,2026-05-09,,Documentation
ultralytics/ultralytics,24408,"Yolo26 Pose errors on DDP + compile=""default""",closed,2026-05-06,2026-05-10,Bug
ultralytics/ultralytics,24227,[Bug]: Massive inference accuracy discrepancy between Ultralytics Platform predictions and local/API execution,open,2026-04-14,,Bug
ultralytics/ultralytics,24138,paitense issue in YOLOV8,closed,2026-04-06,2026-05-10,Question
ultralytics/ultralytics,23650,Is it better to train multiple categories together or to train a separate model for each category?,open,2026-02-12,,Question
ultralytics/ultralytics,24065,Swap memory usage grows without bound across epochs (on large datasets),open,2026-03-30,,Performance
ultralytics/ultralytics,24158,YOLOv8n During Inference,open,2026-04-08,,Question
ultralytics/ultralytics,24433,COCO Pose Conversion Producing Mixed 55/56-Column Labels Despite Following Official YOLO Format,open,2026-05-09,,Compatibility
